sentence,sentence_type
je veux partir de Châteauroux pour Quimperlé en faisant une escale à Dinan,from_to_by
je veux partir de Hattmatt-S.-Polyvalente pour Guingamp en faisant une escale à Brest,from_to_by
je veux partir de Vauvert pour Bédarieux en faisant une escale à Sarrebourg,from_to_by
je veux partir de Lutzelbourg pour Bonneville en faisant une escale à Chantonnay,from_to_by
je veux partir de Rémilly pour Breil-sur-Roya en faisant une escale à Arvant,from_to_by
je veux partir de Biganos-Facture pour Lunéville (Cité Scolai) en faisant une escale à Namur,from_to_by
je veux partir de Luchon-Richelieu pour Sewen-(Eglise) en faisant une escale à Pau,from_to_by
je veux partir de Oyonnax pour Benfeld en faisant une escale à Joinville,from_to_by
je veux partir de Le Dorat pour Berthelming-Mairie en faisant une escale à Ventimiglia-Stazione,from_to_by
je veux partir de Ste-Marie-/-Ms-Pl-.CdG pour Morcenx en faisant une escale à Calais Fréthun,from_to_by
je veux partir de Decize pour Audun-le-Roman en faisant une escale à Dole-Ville,from_to_by
je veux partir de Muret pour Barenton-sur-Serre en faisant une escale à Herrlisheim (Bas-Rhin),from_to_by
je veux partir de Paris-Saint-Lazare pour Dompierre-Halte-Rout. en faisant une escale à Châteauroux-Ly-B-Pascal,from_to_by
je veux partir de Lille Europe pour Serquigny en faisant une escale à Sisteron,from_to_by
je veux partir de Châteauroux pour Saint-Germain-des-Fossés en faisant une escale à Montmédy,from_to_by
je veux partir de Moyen pour nan en faisant une escale à Vichy,from_to_by
je veux partir de Poitiers pour Bayel-Eglise en faisant une escale à Génolhac,from_to_by
je veux partir de Egletons pour Saint-Gervais-L-B-Le-Fayet en faisant une escale à Saint-Etienne-Châteaucreux,from_to_by
je veux partir de Conflans-Jarny pour Valençay en faisant une escale à Mussidan,from_to_by
je veux partir de Albens pour Château-du-Loir en faisant une escale à Nort-sur-Erdre,from_to_by
je veux partir de Brioude-Lycée-Lafayette pour Saint-Yrieix-la-Perche en faisant une escale à Saint-Gilles-Croix-de-Vie,from_to_by
je veux partir de Lille Europe pour Pont-Saint-Vincent en faisant une escale à La Bresse Le Lispach,from_to_by
je veux partir de Lunéville pour Pfaffenhoffen-(Mairie). en faisant une escale à Les Laumes-Alésia,from_to_by
je veux partir de Mâcon-Loché-TGV pour Kruth en faisant une escale à Nogent-le-Rotrou,from_to_by
je veux partir de Perl Gare DB pour Reignac en faisant une escale à Esvres,from_to_by
je veux partir de Lièpvre-(Rte-Vancelle) pour Tonnerre en faisant une escale à Paris-Bercy,from_to_by
je veux partir de Revigny pour Clermont-Ferrand en faisant une escale à Villedieu (Gare),from_to_by
je veux partir de Neussargues pour Communay-Stade en faisant une escale à Normandie,from_to_by
je veux partir de Mauzé pour Guingamp en faisant une escale à Aillevillers,from_to_by
je veux partir de Dax pour Toulon en faisant une escale à Erstein,from_to_by
je veux partir de Grenoble pour Montreux-Vieux en faisant une escale à Grenoble-Gare-Routière,from_to_by
je veux partir de Pont-de-Dore pour Champagnole en faisant une escale à Les Granges-Narboz,from_to_by
je veux partir de Bitche pour Briouze en faisant une escale à Andelot,from_to_by
je veux partir de Nexon pour Millau en faisant une escale à Aubenas-Pl.-de-la-Paix,from_to_by
je veux partir de Poitiers-Gare-Routière pour Villefranche-Vernet-l.B en faisant une escale à Thouars,from_to_by
je veux partir de Mâcon-Loché-TGV pour Joinville en faisant une escale à nan,from_to_by
je veux partir de Buzançais pour Cambo-les-Bains en faisant une escale à Sèlestat-(Schwilgué),from_to_by
je veux partir de Clion-sur-Indre pour Nogent-sur-Seine en faisant une escale à Rochefort,from_to_by
je veux partir de Nancy-Ville pour Périgueux en faisant une escale à Epierre-Saint-Léger,from_to_by
je veux partir de Pont-Audemer-Gare-SNCF pour Benfeld en faisant une escale à Luneville-LP,from_to_by
je veux partir de Arcachon pour Saverne-(Ht-Barr) en faisant une escale à Brou,from_to_by
je veux partir de Mons pour Argentine en faisant une escale à Bricon(la Poste),from_to_by
je veux partir de Travers pour Gardanne en faisant une escale à Feurs,from_to_by
je veux partir de Châlons-en-Champagne pour Latour de Carol en passant par Saint-Pierre-des-Corps,from_to_by
je veux partir de Callac pour Elbeuf-Saint-Aubin en passant par Cernay (Haut-Rhin),from_to_by
je veux partir de Bléré-la-Croix pour Montargis-OT en passant par Yvetot,from_to_by
je veux partir de Saint-Vit pour Frohmuhl- (Lavoir) en passant par Saverne-(Pl.-Dragons),from_to_by
je veux partir de Berthelming-Mairie pour Paris Gare du Nord en passant par Dives-Cabourg,from_to_by
je veux partir de Mussidan pour Mons en passant par Château-Thierry,from_to_by
je veux partir de Rambervillers pour Hirson en passant par Saint-Etienne-Châteaucreux,from_to_by
je veux partir de La Chaux-de-Fonds pour Lamure-sur-Azergues en passant par Thann-Saint-Jacques,from_to_by
je veux partir de Saales pour Le-Breuil-sur-Couze-Lyc en passant par Altkirch,from_to_by
je veux partir de Creutzwald G.R. pour Saint-Priest en passant par Namur,from_to_by
je veux partir de Saint-Cyprien-Arènes pour Sarralbe Centre en passant par Vallon-en-Sully,from_to_by
je veux partir de Payns Abri Savières pour Tournai en passant par Molsheim,from_to_by
je veux partir de Clamecy pour Vire-Centre en passant par Saint-André-le-Gaz,from_to_by
je veux partir de Saint-Marcellin pour Le Locle en passant par Saint-Gervais-Mairie,from_to_by
je veux partir de Bening pour Crépy-en-Valois en passant par Orléans,from_to_by
je veux partir de Longuyon pour Carnoules en passant par Saint-André-le-Gaz,from_to_by
je veux partir de Vitré pour Evreux en passant par Sarrebourg,from_to_by
je veux partir de Neufchateau-Lp pour Saint-Florentin-Vergigny en passant par Lourdes,from_to_by
je veux partir de Bayonne pour Culoz en passant par La Ferté-sur-Chiers,from_to_by
je veux partir de Etaples Le Touquet pour Ax-les-Thermes en passant par Lyon-Perrache-Gare-Rout,from_to_by
je veux partir de Saint-Denis-près-Martel pour Champagnole en passant par Evian-les-Bains,from_to_by
je veux partir de Saint-Gervais-Ch-LPA. pour Mons en passant par Saint-Malo,from_to_by
je veux partir de Paris-Montp.3-Vaug. pour Faubourg-d'Orléans en passant par Hendaye,from_to_by
je veux partir de Orange pour Chamberry-Jacob en passant par Paris-Montp.3-Vaug.,from_to_by
je veux partir de Saint-Etienne-Châteaucreux pour Vierzon en passant par Le Havre,from_to_by
je veux partir de Elbeuf-Saint-Aubin pour Cambo-les-Bains en passant par Bonneville,from_to_by
je veux partir de Etang pour Castelsarrasin en passant par Tergnier,from_to_by
je veux partir de Lyon-Perrache-Gare-Rout pour Hombourg (Chapelle) en passant par Cambrai Ville,from_to_by
je veux partir de Châteauroux-Ly-B-Pascal pour Vitré en passant par Châteauroux-Ly-B-Pascal,from_to_by
je veux partir de Pont-Saint-Vincent pour Dijon-Porte-Neuve en passant par Rothau,from_to_by
je veux partir de Le-Verdon pour Lison en passant par Lyon-Gorge-de-Loup,from_to_by
je veux partir de Gannat pour L'Isle-Jourdain (Gers) en passant par Le-Breuil-sur-Couze-Lyc,from_to_by
je veux partir de Is-sur-Tille pour Champagnole en passant par Saint-Marcellin,from_to_by
je veux partir de Moyen pour Château-du-Loir en passant par Landerneau,from_to_by
je veux partir de Eymoutiers-Vassiviere pour Ste-Croix/Mines-Sq-de-G en passant par Sarre-Union,from_to_by
je veux partir de Le-Verdon pour Clelles-Mens en passant par Feurs,from_to_by
je veux partir de Briouze pour Angoulême en passant par Bresse-Claudel (la),from_to_by
je veux partir de Moulins-sur-Allier pour Nogent-sur-Seine en passant par Objat,from_to_by
je veux partir de Mutzig-Passage-A-Niveau pour Chamonix-Mont-Blanc en passant par Pamiers,from_to_by
je veux partir de Delémont pour Louhans en passant par Obermodern,from_to_by
je veux partir de Neuilly-lès-Dijon pour Courtalain-Saint-Pellerin en passant par Abbeville,from_to_by
je veux partir de Munster pour Sélestat-(Schweisguth) en passant par Ternay-Barbières,from_to_by
je veux partir de Macau pour Bueil en passant par La Bastide-Saint-Laurent,from_to_by
je veux partir de Perl Gare DB pour Baroncourt en passant par Issoudun-Jardin,from_to_by
je veux partir de Rambervillers (11 Nov) pour Sedan-Place-Calonne en passant par Le Buisson,from_to_by
je veux partir de Baroncourt pour Nîmes en passant par Vic-le-Comte,from_to_by
je veux partir de Saint-Pierre-de-Chandieu-R pour Reipertswiller-SP. en passant par Cernay (Haut-Rhin),from_to_by
je veux partir de Noirétable pour Albert en passant par Abbeville,from_to_by
je veux partir de Saint-Flour-les-Allées pour Montivilliers en passant par Lapeyrouse(Puy-de-Dôme),from_to_by
je veux partir de Crépy-en-Valois pour Fénétrange (Gendarm.) en passant par Saint-Just-SNCF,from_to_by
je veux partir de Meymac pour Elbeuf-Saint-Aubin avec une étape à Pont-Audemer-Gare-SNCF,from_to_by
je veux partir de Bréauté-Beuzeville pour Bidos avec une étape à Boën,from_to_by
je veux partir de Ambert pour Vienne-Gare-Routière avec une étape à Beslé,from_to_by
je veux partir de Narbonne pour Chamonix-Mont-Blanc avec une étape à Wingen-sur-Moder,from_to_by
je veux partir de Saint-Chély-d'Apcher pour Le Tréport-Mers-Les-B avec une étape à Roanne-Gare-Routière,from_to_by
je veux partir de Chalon-sur-Saône pour Paris-Austerlitz avec une étape à Lyon-Saint-Paul-Quai-Bondy,from_to_by
je veux partir de Rodez pour Reignac avec une étape à Thann,from_to_by
je veux partir de Les Granges-Narboz pour Chagny avec une étape à Cluses (Hte-Savoie),from_to_by
je veux partir de Castres pour Albertville avec une étape à Yvetot,from_to_by
je veux partir de Châteaudun-LEP-Paulsen pour Châteauroux-Ly-B-Pascal avec une étape à Routot-Place-de-mairie,from_to_by
je veux partir de Saint-Pierre-d'Albigny pour Chatillon-Mail avec une étape à Marvejols,from_to_by
je veux partir de Douai pour Versailles-Chantiers avec une étape à Allamps-Esat,from_to_by
je veux partir de La Chaux-de-Fonds pour Buswiller-Eglise avec une étape à Dompierre-Halte-Rout.,from_to_by
je veux partir de La Rochelle-Ville pour Serquigny avec une étape à Rosporden,from_to_by
je veux partir de Saint-Lô pour Comines (France) avec une étape à Saint-Léonard Centre,from_to_by
je veux partir de Vezin-Carrefour pour Bruyères Chanzy Gare avec une étape à Droué (Centre),from_to_by
je veux partir de Bort-les-Orgues pour Langeac avec une étape à Charmes (Vosges),from_to_by
je veux partir de Brive-la-Gaillarde pour Vallorbe-Cff avec une étape à Fismes,from_to_by
je veux partir de Saint-Mariens-Saint-Yzan pour Vallon-en-Sully avec une étape à Vallon-en-Sully,from_to_by
je veux partir de Thonon-les-Bains pour Objat avec une étape à Ambérieu-en-Bugey,from_to_by
je veux partir de Calais Fréthun pour Bar-le-Duc avec une étape à Cambrai Ville,from_to_by
je veux partir de Saverne pour La Roche-sur-Yon avec une étape à Tournai,from_to_by
je veux partir de Luçay-le-Male pour Truyes-Saint-Blaise avec une étape à Kehl,from_to_by
je veux partir de Charleville-Mézières pour Limoux avec une étape à Clermont-de-l'Oise,from_to_by
je veux partir de Mons pour Rosporden avec une étape à Nort-sur-Erdre,from_to_by
je veux partir de Mauriac pour Dives-Cabourg avec une étape à Molsheim,from_to_by
je veux partir de Lamure-sur-Azergues pour Le Tréport-Mers-Les-B avec une étape à Pontorson-Mt-Saint-Michel,from_to_by
je veux partir de Sain-Bel pour Saint-Flour-les-Allées avec une étape à Vittel,from_to_by
je veux partir de Perl Gare DB pour Strasbourg avec une étape à Arcachon,from_to_by
je veux partir de Lens pour Lunéville (Cité Scolai) avec une étape à Pont-Audemer-Gare-SNCF,from_to_by
je veux partir de Poitiers pour Guéret avec une étape à Chinon,from_to_by
je veux partir de Laissac-Foirail pour Mullheim-Baden-Bf avec une étape à Martigues,from_to_by
je veux partir de Urcay-Hotel-du-Lyon-d'O pour Le-Breuil-sur-Couze-Lyc avec une étape à Dreux,from_to_by
je veux partir de Grasse pour Boulogne Ville avec une étape à Tourcoing,from_to_by
je veux partir de Granville pour Bayonne avec une étape à Arvant,from_to_by
je veux partir de Durtol-Nohanent pour Gramat avec une étape à Narbonne,from_to_by
je veux partir de Lyon-Perrache-Gare-Rout pour Grandris-Centre avec une étape à Ax-les-Thermes,from_to_by
je veux partir de Strasbourg pour Cluses (Hte-Savoie) avec une étape à Bidos,from_to_by
je veux partir de Clamecy pour Evreux avec une étape à Raedersheim,from_to_by
je veux partir de Antibes pour La Roche-sur-Foron avec une étape à Evreux,from_to_by
je veux partir de Avignon-TGV pour Thann avec une étape à Le Havre,from_to_by
je veux partir de Bonneville pour Lunéville (Cité Scolai) avec une étape à Poligny,from_to_by
je veux partir de Digoin pour Offenburg avec une étape à Bresse-Claudel (la),from_to_by
je veux partir de Mulhouse-Gare-Centrale pour Delémont avec une étape à Aiton-Salle-Polyvalente,from_to_by
je veux partir de Obernai pour Veigné avec une étape à Albi-Ville,from_to_by
je veux partir de Evian-les-Bains pour Romorantin-Lycée-de-F avec une étape à Sathonay-Rillieux,from_to_by
je veux partir de Givet pour Saint-Léonard Centre avec une étape à Laon,from_to_by
je veux partir de Saint-Sulpice (Tarn) pour Villers-les-Pots avec une étape à Frohmuhl- (Lavoir),from_to_by
je veux partir de Verdun pour Luzy(Nièvre) avec une étape à Lyon-Perrache-Gare-Rout,from_to_by
je veux partir de Grasse pour Langon avec une étape à Marle-sur-Serre,from_to_by
je veux partir de Aubigny-sur-Nere-Mail pour Faubourg-d'Orléans en s'arrêtant à Allamps-Esat,from_to_by
je veux partir de Vienne pour Moulins-sur-Allier en s'arrêtant à Voves,from_to_by
je veux partir de Châteauroux-Charmilles pour Issoire-Lycée-Deville en s'arrêtant à Longages-Noé,from_to_by
je veux partir de Dormans pour Vannes en s'arrêtant à Sarrebourg-Abri-Phalsbo,from_to_by
je veux partir de Ettendorf-(Angle-Pont) pour Brignais en s'arrêtant à Faubourg-d'Orléans,from_to_by
je veux partir de Ste-Croix/Mines-Sq-de-G pour Sarrebourg-Hôpital en s'arrêtant à Royan,from_to_by
je veux partir de Evreux pour Tonnerre en s'arrêtant à Altkirch,from_to_by
je veux partir de Creil pour Annemasse en s'arrêtant à La Bastide-Saint-Laurent,from_to_by
je veux partir de La Roche-sur-Yon pour Rosporden en s'arrêtant à Caen,from_to_by
je veux partir de Angoulême pour Mouchard en s'arrêtant à Firminy,from_to_by
je veux partir de Le-Breuil-sur-Couze-Lyc pour Givet en s'arrêtant à Dijon-Ville,from_to_by
je veux partir de Vierzon-Médiathèque pour Herbitzheim Mairie en s'arrêtant à Moûtiers-Salins-Brides,from_to_by
je veux partir de Thann-Saint-Jacques pour Aubagne en s'arrêtant à Givet,from_to_by
je veux partir de Limoux pour Monsempron-Libos en s'arrêtant à Albert,from_to_by
je veux partir de Sedan pour Sarrebourg (Place Math) en s'arrêtant à Bonneville,from_to_by
je veux partir de Corcieux Le Conti pour Cavaillon en s'arrêtant à Bonneville,from_to_by
je veux partir de Reignac-Bourg-Du-Fau pour Montmédy en s'arrêtant à Caen,from_to_by
je veux partir de Menton pour Faubourg-d'Orléans en s'arrêtant à Aubagne,from_to_by
je veux partir de Aubrais-(les) pour Bening en s'arrêtant à Raedersheim,from_to_by
je veux partir de Igney (Centre) pour Nogent-le-Rotrou en s'arrêtant à Liverdun,from_to_by
je veux partir de Bourgoin-Jallieu pour Limoux en s'arrêtant à Pierrelatte,from_to_by
je veux partir de Forbach pour Hirson-Ecoles en s'arrêtant à Bordeaux-Saint-Jean,from_to_by
je veux partir de La Verrière pour Roanne-Gare-Routière en s'arrêtant à Reignac-Bourg-Du-Fau,from_to_by
je veux partir de Touet-de-l'Escarène pour Ettendorf-Pl-de-L'ecol en s'arrêtant à Vallon-en-Sully,from_to_by
je veux partir de Lichtenberg-(Eglise). pour Chantonnay en s'arrêtant à Thiers,from_to_by
je veux partir de Marle-sur-Serre pour Saumur en s'arrêtant à Barr,from_to_by
je veux partir de Loudrefing pour Montreuil-sur-Ille en s'arrêtant à Truyes-Pl-Du-Souvenir,from_to_by
je veux partir de Bléré-la-Croix pour Versailles-Chantiers en s'arrêtant à Rives,from_to_by
je veux partir de Volvic pour Janzé en s'arrêtant à Sedan,from_to_by
je veux partir de Grenoble U.-Gières pour Monsempron-Libos en s'arrêtant à Sospel,from_to_by
je veux partir de Lutzelbourg pour Rouen-Gare-Routière en s'arrêtant à Bayonne,from_to_by
je veux partir de Longwy pour Corbigny en s'arrêtant à Annecy,from_to_by
je veux partir de Chartres-Gare-Routière pour Villedieu (Gare) en s'arrêtant à Poule-Mairie,from_to_by
je veux partir de Le Mans pour Mantes-la-Jolie en s'arrêtant à Les Granges-Narboz,from_to_by
je veux partir de Tonnerre pour Lyon-Perrache en s'arrêtant à Bedous,from_to_by
je veux partir de Cosne-sur-Loire pour Saint-Nazaire en s'arrêtant à Champagne-Ardenne,from_to_by
je veux partir de Saint-Emilion pour Villedieu (Gare) en s'arrêtant à Lozanne,from_to_by
je veux partir de Sarrebourg-Hôpital pour Meroux en s'arrêtant à Montreuil-sur-Ille,from_to_by
je veux partir de Saint-Léonard Centre pour Bourg-en-Bresse en s'arrêtant à Gap,from_to_by
je veux partir de Laon-Gare-Routière-Poma pour Dinan en s'arrêtant à Bouxwiller-Babenhausen,from_to_by
je veux partir de Ternay-Barbières pour Vallorcine en s'arrêtant à Saint-Etienne-Châteaucreux,from_to_by
je veux partir de Saint-Gervais-Ch-LPA. pour Neuilly-lès-Dijon en s'arrêtant à Gramat,from_to_by
je veux partir de Saint-Gervais-Ch-LPA. pour La Roche-sur-Yon en s'arrêtant à Bergerac,from_to_by
je veux partir de Rethel pour Longwy en s'arrêtant à Thonon-les-Bains,from_to_by
je veux partir de Hirson-Ecoles pour Willer-sur-Thur en s'arrêtant à Carcassonne,from_to_by
je veux partir de Salbris pour Evreux en s'arrêtant à Albi-Ville,from_to_by
je veux partir de Brignais pour Saint-Jean-Pied-de-Port en s'arrêtant à Gap,from_to_by
je veux partir de Troyes pour Avignon-Centre en s'arrêtant à Dol,from_to_by
je veux partir de Grenoble U.-Gières pour Le-Verdon en s'arrêtant à Etang,from_to_by
je veux partir de Neussargues pour Offenburg en s'arrêtant à Roeschwoog,from_to_by
je veux partir de Lannion pour Culoz en visitant Truyes-Pl-Du-Souvenir,from_to_by
je veux partir de Luxembourg pour Bourg-Achard Champ de F en visitant Laon,from_to_by
je veux partir de Chamonix-Mont-Blanc pour Bléré-la-Croix en visitant Buswiller-Eglise,from_to_by
je veux partir de Haguenau pour Vic-le-Comte en visitant Alençon,from_to_by
je veux partir de Vitry-le-François pour Montpellier-Saint-Roch en visitant Romilly-sur-Seine,from_to_by
je veux partir de Salbris pour Dax en visitant Saint-Gervais-L-B-Le-Fayet,from_to_by
je veux partir de Aulnoye Aymeries pour Montargis-OT en visitant Saint-Just-SNCF,from_to_by
je veux partir de Forbach pour Sarlat en visitant Charleroi Sud,from_to_by
je veux partir de Souillac pour Fismes en visitant Lisieux,from_to_by
je veux partir de Cambo-les-Bains pour Bourges-Gare-Routière en visitant Saint-Pierre-de-Chandieu-R,from_to_by
je veux partir de Communay-Stade pour Neufchâteau en visitant Saint-Jean-de-Maurienne-A.,from_to_by
je veux partir de Montmélian pour Digoin en visitant Beauvais-Gare-SNCF,from_to_by
je veux partir de Saint-Raphaël-Valescure pour Ste-Marie-/-Ms-Pl-.CdG en visitant Saverne-(Pl.-Dragons),from_to_by
je veux partir de Ternay-Barbières pour Les Sables-d'Olonne en visitant Luchon,from_to_by
je veux partir de Saint-Gervais-L-B-Le-Fayet pour Laissac-Foirail en visitant WOERTH RHEIN,from_to_by
je veux partir de Langeac pour Pontgibaud-Ville en visitant La Verrière,from_to_by
je veux partir de Trouville-Deauville pour Tourcoing en visitant Boën,from_to_by
je veux partir de Lourdes pour Nort-sur-Erdre en visitant Bitche-Quartier-Driant,from_to_by
je veux partir de Luçay-le-Male pour St Omer en visitant Clermont-Ferrand,from_to_by
je veux partir de Condat-le-Lardin pour Riom-Châtel-Guyon en visitant Hombourg (Chapelle),from_to_by
je veux partir de Châteaudun pour Châteauroux en visitant Aurillac,from_to_by
je veux partir de Vauvert pour Puyoô en visitant La Rochelle-Ville,from_to_by
je veux partir de Dunkerque pour Lozanne en visitant Loches,from_to_by
je veux partir de Thann-Saint-Jacques pour Marseille-Blancarde en visitant Givors-Ville,from_to_by
je veux partir de Thann Arrêt La Poste pour Sarrebourg-LP-Messmer en visitant Etang,from_to_by
je veux partir de Valenciennes pour Cherbourg en visitant Haguenau,from_to_by
je veux partir de Corbigny pour Bueil en visitant WINDEN PFALZ,from_to_by
je veux partir de Gap pour Nancy-Ville en visitant Chatillon-Mail,from_to_by
je veux partir de Boulogne Ville pour Clisson en visitant Gramat,from_to_by
je veux partir de Marseille-Saint-Charles pour Aix-les-Bains-le-Revard en visitant Busigny,from_to_by
je veux partir de Laval pour Paris Gare du Nord en visitant Martigues,from_to_by
je veux partir de Messac-Guipry pour Corcieux Le Conti en visitant Bourgoin-Jallieu,from_to_by
je veux partir de Roeschwoog pour Saint-Raphaël-Valescure en visitant Sospel,from_to_by
je veux partir de Cahors pour Annemasse en visitant Longuyon,from_to_by
je veux partir de Mouscron / Moeskroen pour Nogent-le-Rotrou en visitant Rives,from_to_by
je veux partir de Verdun pour Argentan en visitant Auch,from_to_by
je veux partir de Vendôme-Villiers-s-Loir pour Luxembourg en visitant Dol,from_to_by
je veux partir de Saint-Sulpice (Tarn) pour Ettendorf-Pl-de-L'ecol en visitant Brignais,from_to_by
je veux partir de Tende pour Châteaudun-LEP-Paulsen en visitant Delle,from_to_by
je veux partir de Pauillac pour Monsempron-Libos en visitant Mouchard,from_to_by
je veux partir de TOURS LYCEE GRANDMONT pour Luchon en visitant Dives-Cabourg,from_to_by
je veux partir de Saint-Vit pour Keskastel en visitant Eymoutiers-Vassiviere,from_to_by
je veux partir de Serquigny pour Lannion en visitant Maubeuge,from_to_by
je veux partir de Moûtiers-Salins-Brides pour Poitiers en visitant Saint-Jean-de-Maurienne-A.,from_to_by
je veux partir de Wambrechies pour Saintes en visitant Yvetot,from_to_by
je veux partir de Landerneau pour Romorantin-BA-G.R. en visitant Surdon,from_to_by
je veux partir de Landerneau pour Buzançais en visitant Thouars,from_to_by
je veux partir de Paris-Montparnasse 1-2 pour Pessac en visitant Veigné,from_to_by
je veux partir de Pornic pour Hattmatt-S.-Polyvalente en visitant Saarbrücken /Sarrebruck,from_to_by
je veux partir de Granville pour Landerneau en visitant Lourdes,from_to_by
je veux partir de Trouville-Deauville pour Lamballe par Latour-de-Carol-Enveitg,from_to_by
je veux partir de Dax pour Auch par Saint-Jean-Pied-de-Port,from_to_by
je veux partir de Saint-George-d'Aurac-Bourg pour Bayel-Eglise par La Bresse Le Lispach,from_to_by
je veux partir de Lison pour Cerbère par Chaumont-sur-Tharonne,from_to_by
je veux partir de Ste-Marie/-Ms-(-Théâtre pour Saint-Amand-Montrond-Orval par Toulouse-Matabiau,from_to_by
je veux partir de Diemeringen pour Lamballe par Normandie,from_to_by
je veux partir de Macau pour Limoux par Eguzon,from_to_by
je veux partir de Dijon-Ville pour Narbonne par Vierzon,from_to_by
je veux partir de Nouzonville pour Nouan-le-Fuzelier par Saint-Flour-les-Allées,from_to_by
je veux partir de Felletin-Gare pour Metzeral par Perl Gare DB,from_to_by
je veux partir de Aubenas-Pl.-de-la-Paix pour Dieppe par Audun-le-Roman,from_to_by
je veux partir de Pfaffenhoffen-(Mairie). pour Libourne par Vorey,from_to_by
je veux partir de La Souterraine pour Noirétable par Condat-le-Lardin,from_to_by
je veux partir de Granville pour Bas-Monistrol par Abbeville,from_to_by
je veux partir de Vienne-Gare-Routière pour Bourg-en-Bresse par Esvres,from_to_by
je veux partir de Nort-sur-Erdre pour Herbitzheim Mairie par Mauzé,from_to_by
je veux partir de Fismes pour Grenoble U.-Gières par Ste-Pazanne,from_to_by
je veux partir de Sancerre-Porte-Cesar pour Paris-Montp.3-Vaug. par Aubagne,from_to_by
je veux partir de Paris-Est pour Cherbourg par Thouars,from_to_by
je veux partir de Longages-Noé pour Busigny par Nouzonville,from_to_by
je veux partir de Sarlat pour Prissé-la-Charrière par Villers-les-Pots,from_to_by
je veux partir de Bourg-en-Bresse Gare R pour Saint-Gervais-L-B-Le-Fayet par Saint-Sulpice-sur-Lèze,from_to_by
